Country_Name,Country_Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Mali,MLI,0.001370632,0.024640905,0.0246234,0.025055099,0.025768267,0.026102738,0.027264256,0.02765878,0.039148507,0.048105382,0.054716901,0.057746083,0.037940874,0.046989935,0.072093855,0.104007148,0.104414165,0.07533988,0.075407057
Malta,MLT,0.126093353,0.576538464,0.619628138,0.627149227,0.643209412,0.673879268,0.662596743,0.695697796,0.753674795,0.788307721,0.788023685,0.856710724,0.830553053,0.692907233,0.661069454,0.673550863,0.558684203,0.653644674,0.673283284
Mauritania,MRT,0.001846456,0.00204994,0.002302807,0.002557319,0.002877027,0.003857756,0.00547973,0.007919146,0.010284431,0.012269371,0.021427787,0.023743987,0.026000722,0.032123192,0.0545177,0.077406698,0.091627377,0.104021825,0.104383874
Mauritius,MUS,0.070014761,0.122474924,0.118665724,0.127166788,0.135463625,0.141070829,0.147159778,0.165463516,0.190747344,0.14074226,0.158298304,0.1926777,0.193668617,0.212748389,0.228463276,0.256366346,0.266427761,0.296839483,0.315258568
Mexico,MEX,0.048859463,0.203365164,0.223582832,0.225960594,0.23241923,0.247288654,0.257418704,0.263226083,0.314592734,0.364725264,0.378022673,0.417798479,0.427454757,0.403069229,0.39639076,0.479198896,0.455899691,0.498916565,0.502486474
Moldova,MDA,0.012335062,0.049071802,0.0613818,0.081996884,0.10080141,0.121530278,0.147048575,0.150306983,0.177808024,0.20527188,0.265778765,0.278167119,0.278381309,0.334711706,0.385568028,0.394823766,0.386947852,0.425474145,0.402668893
Mongolia,MNG,0.012073577,0.076378481,0.076351666,0.084100388,0.092212972,0.099185721,0.105960136,0.113131431,0.140497439,0.157533641,0.169191174,0.206532902,0.238557827,0.232802377,0.264238398,0.153784516,0.234269657,0.147388732,0.277238047
Montenegro,MNE,0,0.068531769,0.068531769,0.068531769,0.219622892,0.224278895,0.229966246,0.238509694,0.270974654,0.427687788,0.301452101,0.374351052,0.406779785,0.380604254,0.433455404,0.471752496,0.396927246,0.391688157,0.384756055
Morocco,MAR,0.00667107,0.024814376,0.029097824,0.034267003,0.083285466,0.100792226,0.12454126,0.132753437,0.200427377,0.243663692,0.30176671,0.271314394,0.318292131,0.317573887,0.317716361,0.325184265,0.324018703,0.340708827,0.357869082
Mozambique,MOZ,0.001053774,0.120091978,0.120482354,0.121364815,0.122891364,0.123751827,0.123550445,0.123863804,0.16499769,0.196638128,0.219251412,0.260205755,0.286533199,0.157977642,0.09393915,0.120722284,0.101440613,0.147600941,0.096346804
